Replicon;gene;type;start;end;orientation;color;from;to;subcolor;label_type;lane
chromosome;asl2534;gene;3040409;3040594;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2535;gene;3040869;3041675;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2536;gene;3041755;3042705;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2537;gene;3042717;3043319;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2538;gene;3043342;3044268;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2539;gene;3044265;3045044;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl2540;gene;3045061;3045294;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2541;gene;3045379;3046173;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2542;gene;3046252;3047088;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2543;gene;3047114;3047797;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2544;gene;3047970;3048590;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2545;gene;3048738;3049547;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2546;gene;3049780;3050325;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2547;gene;3050410;3050760;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2548;gene;3050901;3051221;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2549;gene;3051362;3052363;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2550;gene;3052433;3053092;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl2551;gene;3053664;3053927;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl2552;gene;3054327;3054482;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl2553;gene;3054768;3054950;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2554;gene;3055041;3056282;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl2555;gene;3056310;3056432;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2556;gene;3056450;3057007;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl2557;gene;3057095;3057337;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2558;gene;3057627;3058088;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2559;gene;3058178;3059098;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2560;gene;3059085;3060044;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;ackA;gene;3060033;3061250;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2562;gene;3061976;3062389;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;tal;gene;3062538;3063536;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2564;gene;3063811;3065241;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr2565;gene;3065263;3065466;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;gap1;gene;3065473;3066504;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2567;gene;3066711;3069092;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2568;gene;3069722;3070459;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2569;gene;3070924;3071343;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2570;gene;3071340;3072188;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2571;gene;3072374;3072823;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2572;gene;3073430;3074932;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2573;gene;3075025;3075594;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2574;gene;3076370;3077248;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2575;gene;3077739;3078758;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2576;gene;3078906;3079817;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2577;gene;3079911;3080747;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2578;gene;3080926;3082425;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2579;gene;3082508;3082831;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2580;gene;3082897;3083886;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2581;gene;3084353;3086995;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2582;gene;3087259;3088230;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2583;gene;3088246;3089232;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2584;gene;3089357;3090226;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2585;gene;3090264;3091304;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2586;gene;3091301;3092332;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2587;gene;3092807;3093790;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2588;gene;3093940;3096495;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2589;gene;3096541;3097494;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2590;gene;3097495;3098487;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2591;gene;3098738;3099724;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2592;gene;3099885;3102434;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2593;gene;3102468;3103469;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2594;gene;3103553;3103987;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2595;gene;3104317;3105309;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2596;gene;3105581;3108043;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2597;gene;3108094;3109143;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2598;gene;3109389;3110243;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2599;gene;3110333;3110728;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr2600;gene;3111250;3111438;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl2601;gene;3111604;3111792;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr2602;gene;3112342;3112533;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr2603;gene;3112596;3112715;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2604;gene;3112708;3113022;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr2605;gene;3113571;3113732;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2606;gene;3113723;3114181;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr2607;gene;3114219;3114416;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2608;gene;3114417;3115418;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2609;gene;3115421;3116380;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2610;gene;3116422;3118995;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2611;gene;3119330;3119776;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2612;gene;3119879;3120268;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2613;gene;3120326;3121306;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2614;gene;3121729;3122055;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2615;gene;3122060;3122851;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2616;gene;3123178;3123609;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2617;gene;3123727;3124725;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2618;gene;3124734;3125327;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2619;gene;3125762;3126634;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2620;gene;3127032;3128642;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2621;gene;3128849;3129376;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2622;gene;3129695;3131416;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2623;gene;3131645;3133405;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2624;gene;3133691;3134539;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2625;gene;3135470;3136513;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2626;gene;3136801;3139419;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2627;gene;3139457;3140452;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2628;gene;3140786;3141580;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2629;gene;3142176;3142487;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;rpl28;gene;3142660;3142896;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2631;gene;3143069;3145252;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl2632;gene;3145796;3145966;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2633;gene;3146063;3147406;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2634;gene;3147946;3148605;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2635;gene;3148687;3153384;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2636;gene;3153437;3154012;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2637;gene;3154006;3154455;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2638;gene;3154511;3155746;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl2639;gene;3155868;3156020;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2640;gene;3156072;3156950;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2641;gene;3156978;3160037;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2642;gene;3160040;3163534;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2643;gene;3163531;3166839;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2644;gene;3166970;3174823;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2645;gene;3174926;3182305;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2646;gene;3182357;3186823;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2647;gene;3186891;3190151;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2648;gene;3190148;3197914;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2649;gene;3197920;3202671;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2650;gene;3202824;3204497;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2651;gene;3204484;3205665;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2652;gene;3205740;3206930;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2653;gene;3206933;3208003;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2654;gene;3208157;3212410;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2655;gene;3212609;3222397;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2656;gene;3223052;3224296;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl2657;gene;3224319;3224576;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2658;gene;3224600;3225445;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2659;gene;3225573;3226289;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2660;gene;3226368;3227432;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2661;gene;3227560;3228540;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2662;gene;3229149;3229889;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2663;gene;3229903;3231645;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2664;gene;3231782;3232675;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr2665;gene;3232718;3232915;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr2666;gene;3233430;3233657;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr2667;gene;3233668;3233913;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr2668;gene;3234090;3234305;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr2669;gene;3234302;3234508;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2670;gene;3234519;3236585;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2671;gene;3236675;3237646;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2672;gene;3237643;3238524;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2673;gene;3238656;3239969;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2674;gene;3240067;3242670;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2675;gene;3242898;3244421;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2676;gene;3244520;3247489;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2677;gene;3247587;3248264;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2678;gene;3248682;3252302;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2679;gene;3252330;3259766;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2680;gene;3259881;3267437;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2681;gene;3267481;3268128;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2682;gene;3268694;3274534;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2683;gene;3275413;3276306;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2684;gene;3276293;3276832;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2685;gene;3276936;3277325;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl2686;gene;3277322;3277558;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2687;gene;3277624;3278907;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2688;gene;3278898;3280871;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2689;gene;3280875;3281312;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl2690;gene;3281510;3281674;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2691;gene;3282086;3284110;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2692;gene;3284236;3284676;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2693;gene;3284646;3285029;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2694;gene;3285536;3286429;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2695;gene;3286573;3287058;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2696;gene;3287087;3287530;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2697;gene;3287574;3288044;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2698;gene;3288210;3289430;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2699;gene;3290181;3292943;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2700;gene;3293280;3294467;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2701;gene;3294708;3295094;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2702;gene;3295120;3295689;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2703;gene;3295749;3296561;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2704;gene;3296572;3297504;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2705;gene;3297636;3298886;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2706;gene;3299275;3300264;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2707;gene;3300430;3302826;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2708;gene;3303708;3304742;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2709;gene;3304859;3305728;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2710;gene;3306136;3306975;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2711;gene;3306935;3308215;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2712;gene;3308551;3309564;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl2713;gene;3309748;3309963;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl2714;gene;3309963;3310154;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2715;gene;3310223;3310867;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2716;gene;3311036;3311623;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2717;gene;3311821;3313164;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2718;gene;3313209;3314030;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2719;gene;3314279;3315637;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2720;gene;3315625;3316713;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2721;gene;3316785;3317528;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2722;gene;3317719;3319017;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2723;gene;3319149;3320048;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2724;gene;3320055;3320603;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2725;gene;3320837;3322276;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2726;gene;3322734;3323156;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl2727;gene;3323168;3323347;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;uvrC;gene;3323990;3325873;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2729;gene;3327355;3327855;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2730;gene;3327852;3328457;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;coxB;gene;3328482;3329396;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;coxA;gene;3329430;3331097;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl2733;gene;3331167;3331418;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;coxC;gene;3331632;3332234;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2735;gene;3332484;3333116;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2736;gene;3333167;3333727;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;rps4;gene;3333975;3334583;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2738;gene;3335095;3336141;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2739;gene;3336138;3337913;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2740;gene;3338050;3338370;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2741;gene;3338960;3339508;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2742;gene;3339505;3340647;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;ssaA;gene;3340713;3340901;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2743;gene;3341315;3342559;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2744;gene;3342644;3343927;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2745;gene;3344178;3345095;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2746;gene;3345457;3345810;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2747;gene;3345918;3346367;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2748;gene;3346961;3348241;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2749;gene;3348453;3348923;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2750;gene;3348974;3349492;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2751;gene;3349815;3350471;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2752;gene;3350637;3351230;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2753;gene;3351333;3352154;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2754;gene;3352269;3352808;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr2755;gene;3352885;3353088;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2756;gene;3353136;3353537;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr2757;gene;3353600;3353770;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2758;gene;3354035;3355258;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2759;gene;3355350;3356531;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2760;gene;3356658;3357662;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2761;gene;3357867;3358784;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2762;gene;3358982;3359503;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr2763;gene;3359814;3360002;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2764;gene;3360065;3361255;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2765;gene;3361252;3362463;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2766;gene;3362493;3362819;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2767;gene;3363172;3363480;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2768;gene;3363926;3364696;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2769;gene;3364727;3365347;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2770;gene;3365520;3366758;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2771;gene;3367200;3368891;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2772;gene;3369272;3370507;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2773;gene;3370821;3371390;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2774;gene;3371420;3371932;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2775;gene;3372236;3372985;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2776;gene;3372965;3374125;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;rbpE;gene;3374343;3374642;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2778;gene;3374839;3375858;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl2779;gene;3375979;3376272;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2780;gene;3376722;3379367;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr2781;gene;3379638;3379808;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2782;gene;3379826;3380269;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2783;gene;3380408;3381343;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2784;gene;3381496;3384018;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2785;gene;3384469;3386418;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl2786;gene;3386587;3386784;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2787;gene;3387128;3389902;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2788;gene;3390032;3390472;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2789;gene;3390535;3390912;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2790;gene;3391177;3391563;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2791;gene;3391768;3395337;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2792;gene;3395352;3396545;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2793;gene;3396735;3398780;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl2794;gene;3398883;3399143;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr2795;gene;3399367;3399570;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2796;gene;3399541;3400953;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;minD;gene;3401012;3401761;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2798;gene;3401784;3402194;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2799;gene;3402354;3403253;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2800;gene;3403546;3407322;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2801;gene;3407526;3408413;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2802;gene;3408897;3409337;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;nifJ;gene;3409650;3413249;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2804;gene;3413292;3413780;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asl2805;gene;3413786;3414022;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2806;gene;3414155;3416368;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2807;gene;3416913;3417329;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;aroE;gene;3417568;3418416;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2809;gene;3418575;3419219;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2810;gene;3419284;3420393;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2811;gene;3420617;3421969;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2812;gene;3421973;3422713;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2813;gene;3422818;3423525;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2814;gene;3423572;3424270;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr2815;gene;3424394;3424615;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2816;gene;3424720;3427134;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;hetC;gene;3428064;3431198;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;hetP;gene;3432364;3432843;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;asr2819;gene;3433145;3433399;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2820;gene;3434003;3434641;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;all2821;gene;3434680;3436053;-1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2822;gene;3436657;3437331;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2823;gene;3437542;3438324;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2824;gene;3438414;3440612;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2825;gene;3441147;3441920;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2826;gene;3442031;3443245;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2827;gene;3443322;3444350;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2828;gene;3444428;3445441;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2829;gene;3445449;3446261;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;rfbC;gene;3446346;3446915;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2831;gene;3446985;3448298;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2832;gene;3448705;3449793;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2833;gene;3449820;3452135;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;alr2834;gene;3452912;3453679;1;#4682B4;NA;NA;NA;bold.italic;1
chromosome;hepA;gene;3454238;3456061;1;#4682B4;NA;NA;NA;bold.italic;1
